Value
1632.321991
1529.49113
1529.505747
1592.197365
1600.911256
1654.525607
1776.189551
1620.942301
1713.53099
1707.230782
1661.191025
1761.235689
1839.090008
1751.765604
1832.267857
1860.782406
1798.818155
1894.639909
2021.498823
1853.059976
1922.757273
1902.454779
1894.917078
2107.777261
1899.28049
1835.522485
1987.377968
1948.206735
1937.889549
2044.153093
2114.5034
2007.233808
2048.90999
2010.927206
1960.840952
2226.951206
1992.471227
2009.284891
2062.239497
2027.549911
2046.178752
2217.015706
2042.372363
2123.634427
2056.885265
2054.369159
2207.830339
2109.870748
2144.614173
2054.342579
2110.395151
2087.517399
2262.562499
2144.502644
2148.41209
2178.70806
2118.451178
2170.320097
2288.660927
2175.881061
2230.496306
2128.180371
2156.836013
2136.979333
2319.52011
2205.273045
2247.475866
2228.394008
2230.013104
2374.527648
2205.822057
2312.905938
2273.520056
2189.466771
2231.457193
2253.141173
2421.852944
2295.699794
2361.692393
2308.149097
2289.861792
2470.952985
2246.038744
2397.590717
2329.610114
2256.978651
2356.523391
2437.578551
2304.966377
2373.429509
2394.769072
2357.998124
2568.657863
2342.824851
2358.330083
2487.847326
2400.318961
2361.397804
2621.272012
2418.057543
2430.398552
2673.605023
2535.307818
2585.39959
2660.082768
2455.497929
2518.024982
2637.359919
2508.430436
2470.749772
2784.823749
2528.615513
2741.406763
2744.269925
2653.306697
2908.874637
2700.423478
2633.758954
2723.21774
2740.99614
2756.026284
2621.497737
2904.208766
2736.245348
2776.019657
2824.55707
2765.503361
3012.917206
2791.236591
2768.962641
2832.730845
2884.570181
3009.547648
2777.409118
2794.840351
2844.01854
2898.699836
2923.458853
3101.850936
2885.754161
2896.064057
2931.78026
2833.290282
3137.240739
2910.005391
2856.10415
2898.053065
2955.930087
2927.49493
3131.532299
3038.327314
2943.70231
3007.296688
2925.489338
2887.603378
3197.689209
2985.016388
2861.266904
2939.031074
2957.436272
2932.345177
2992.357739
3206.673236
2948.578453
2975.899078
2911.230239
2910.525149
3194.89954
3017.689314
2908.280565
3010.4266
2942.690072
3109.449316
3013.948412
3061.299499
3003.224204
2965.73402
2886.435506
3048.362053
3025.273424
2953.125818
2921.795461
2912.311413
3040.993884
2970.291848
3021.592076
3046.24122
3020.440278
2960.78588
3150.801686
2958.356978
3006.093097
2976.776082
3003.366546
2960.797684
3113.777844
3019.753834
3006.124173
3121.034718
3066.359706
3003.483786
3096.821044
2934.495322
3044.932404
3053.12259
3024.502716
3029.003351
3201.694092
3047.391813
3064.894305
3149.582603
3115.884795
3165.299589
3086.510334
3008.474164
3139.790905
3151.04009
3194.774814
3288.237196
3238.043499
3179.939521
3285.987535
3252.919918
3241.96208
3393.259776
3211.387035
3175.024622
3307.001476
3255.488193
3241.362148
3411.401747
3798.612558
3364.148242
3392.249058
3438.738788
3657.096898
3550.433638
3408.99939
3411.869991
3419.693322
3394.415326
3226.317711
3299.658635
3216.256037
3261.809194
3211.862647
3212.841034
3461.717135
3218.014725
3314.124663
3229.720525
3344.763049
3559.682021
3318.88677
3353.221133
3310.823708
3429.103926
3341.798203
3533.141912
3398.784447
3367.736678
3429.136492
3353.789899
3535.597893
3528.213211
3414.1021
3419.458346
3501.592428
3444.408899
3419.838901
3700.142367
3469.274789
3448.258724
3529.528742
3445.356436
3700.964827
3572.808872
3517.216595
3603.327437
3554.309339
3546.668627
3734.596047
3575.940854
3532.470138
3593.675823
3535.864897
3558.629557
3760.78264
3610.99666
3595.124931
3735.148695
3704.005002
3696.566997
3844.124364
3656.802159
3758.306948
3658.638395
3651.610628
3860.464553
3693.418258
3756.604302
3726.834337
3828.519408
3724.251504
3996.663186
3784.079499
3759.556754
3879.762973
3817.326017
3839.759421
4015.338004
3818.281531
3989.638027
3879.021893
3953.881975
3885.361712
4171.704036
3928.818383
3929.742287
4048.201311
3917.122529
4199.820891
3959.658134
3921.503288
4157.947184
4052.708462
4074.982209
4247.332348
4093.307869
4045.61297
4165.43024
4118.57565
4118.378261
4315.391309
4047.814503
4097.973683
4240.851696
4136.099586
4245.243151
4505.872642
4329.969264
4207.406697
4351.645117
4231.421248
4419.621775
4355.779474
4185.165495
4336.893128
4351.665246
4295.33929
4525.502677
4478.715795
4349.757043
4400.644519
4450.166781
4345.36644
4716.313535
4408.631105
4324.688552
4505.503326
4379.861773
4348.487716
4706.430434
4415.218776
4330.898817
4483.175409
4381.887933
4643.87802
4503.197092
4401.957828
4380.195529
4508.71035
4406.32139
4608.599318
4515.33151
